epoch,train_mse,val_mse,sparsity_l1,tv_loss
1,0.07357902063263787,0.03532858289933453,0.0,0.0
2,0.045869001373648646,0.03139976078333954,0.0,0.0
3,0.03671503936251005,0.031163479938792687,0.0,0.0
4,0.03539848898847898,0.03829792716229955,0.0,0.0
5,0.030378470259408156,0.029013159801252186,0.0,0.0
6,0.02767704352736473,0.027598006806025904,0.0,0.0
7,0.027068554692798192,0.028601594191665452,0.0,0.0
8,0.025502368642224205,0.03075622992279629,0.0,0.0
9,0.023535012329618136,0.02621264507373174,0.0,0.0
10,0.022783206279079118,0.02567802885702501,0.0,0.0
11,0.022385119129386212,0.03255284562086066,0.0,0.0
12,0.02305736695933673,0.02505718284131338,0.0,0.0
13,0.021825158699519103,0.02442094512904684,0.0,0.0
14,0.021027923747897147,0.025477074009055894,0.0,0.0
15,0.021468895922104516,0.023725909957041342,0.0,0.0
16,0.020190211820105712,0.023610993521288037,0.0,0.0
17,0.01973132389701075,0.024398199515417218,0.0,0.0
18,0.020690301122764748,0.025102184736169875,0.0,0.0
19,0.02062997594475746,0.02418509420628349,0.0,0.0
20,0.019857953778571552,0.023642386814268928,0.0,0.0
