epoch,train_mse,val_mse,sparsity_l1,tv_loss
1,0.03127460192061133,0.025709622384359438,0.0,0.0
2,0.021472252822584578,0.02337166271172464,0.0,0.0
3,0.022494803679486117,0.02379437074220429,0.0,0.0
4,0.019557051945270763,0.025474110928674538,0.0,0.0
5,0.01939936473758684,0.023581956668446463,0.0,0.0
6,0.018409510970943503,0.027284619049169123,0.0,0.0
7,0.016121394973662165,0.024993829351539414,0.0,0.0
8,0.015494110021326278,0.0227291164919734,0.0,0.0
9,0.015001942507094808,0.022730064811185002,0.0,0.0
10,0.012888250613792075,0.02400115745452543,0.0,0.0
11,0.011753129669361644,0.02482644561678171,0.0,0.0
12,0.011886072003593047,0.028066519570226472,0.0,0.0
13,0.011055900063365699,0.0239306113217026,0.0,0.0
14,0.009178834108428822,0.02157394157256931,0.0,0.0
15,0.009148129862215785,0.02220525355854382,0.0,0.0
16,0.007978544844728376,0.022065345275526244,0.0,0.0
17,0.007648892669628064,0.022541048160443704,0.0,0.0
18,0.00728883388866153,0.02186120410139362,0.0,0.0
19,0.006368771128149496,0.021658795536495745,0.0,0.0
20,0.005731544545334246,0.02056787027201305,0.0,0.0
