epoch,train_mse,val_mse,sparsity_l1,tv_loss
1,0.1058995031648212,0.04281282316272458,0.0,0.0
2,0.03916228082444933,0.042746528051793575,0.0,0.0
3,0.02790468239949809,0.03255660405072073,0.0,0.0
4,0.02680905767612987,0.027785166632384062,0.0,0.0
5,0.023807089775800705,0.027077195118181407,0.0,0.0
6,0.020350573667221598,0.02624691273861875,0.0,0.0
7,0.020005033993058734,0.028722853322202962,0.0,0.0
8,0.018732316253913774,0.021582004458953936,0.0,0.0
9,0.016073519208778937,0.026767295009146135,0.0,0.0
10,0.01764593833229608,0.024152227755015094,0.0,0.0
11,0.01578254975999395,0.02504756775063773,0.0,0.0
12,0.014012871403247118,0.024197726665685575,0.0,0.0
13,0.011884610230724017,0.022880816056082647,0.0,0.0
14,0.01089172593007485,0.02339536844131847,0.0,0.0
15,0.00960427082868086,0.023019671595344942,0.0,0.0
16,0.009039927315380837,0.023434598386908572,0.0,0.0
17,0.007852763786084122,0.023431176630159218,0.0,0.0
18,0.0071289731655269865,0.023175488458946347,0.0,0.0
19,0.006623233094190558,0.02325092116370797,0.0,0.0
20,0.006012028952439626,0.0227424973466744,0.0,0.0
