epoch,train_mse,val_mse,sparsity_l1,tv_loss
1,0.0477567043983274,0.0352241617317001,0.5625326779153612,0.35215223299132453
2,0.026845944652126894,0.02753288283323248,0.48022202054659524,0.43428051935301887
3,0.021945104882535007,0.02370909679060181,0.43286590841081407,0.40139679776297676
4,0.021254445498602257,0.028097843130429585,0.41052738163206315,0.3983729965156979
5,0.018879866020547018,0.022054056093717616,0.3840010391341315,0.3779846039083269
6,0.01759178824722767,0.025618333447103698,0.36113156543837654,0.35885324544376795
7,0.017895374157362514,0.022466330129342776,0.3068580799632602,0.3107555813259549
8,0.015476606568942468,0.023350487773617108,0.26895831757121613,0.27161292499966094
9,0.015313579162789717,0.024754626754050452,0.24200817114777035,0.2430471811029646
10,0.013514497441550095,0.022286484794070322,0.2290508531861835,0.23462328049871656
11,0.011142673157155513,0.022674204005549353,0.22190960347652436,0.22338324950801003
12,0.010776445993946658,0.023370754439383745,0.21646050148540072,0.21701293653912015
13,0.010421450932820637,0.022562543706347544,0.20889401700761584,0.20723720027340783
14,0.009434679554154475,0.02239507855847478,0.2047091646326913,0.20158402853541904
15,0.008375926967710256,0.022255082925160725,0.20225082668993208,0.20028049018647937
16,0.008144745065106287,0.021725503262132406,0.19843460586335923,0.19658198886447484
17,0.007382348407473829,0.021776679631633062,0.19400744636853537,0.19046586255232492
18,0.007661995343450043,0.022900038010751207,0.1931809488270018,0.1882331199116177
19,0.007283616852429178,0.02334635448642075,0.19193561805619133,0.18666457467608982
20,0.0065320178504205415,0.023512608526895445,0.18601638939645554,0.18295164969232347
