epoch,train_mse,val_mse,sparsity_l1,tv_loss
1,0.041775122409065564,0.03427198498199383,0.38318572839101156,0.2953686849938499
2,0.025169765142103038,0.024510939450313646,0.2934379094176822,0.2704410347673628
3,0.021354372944268916,0.029103675507940352,0.2553736521138085,0.24712202813890244
4,0.019518132611281342,0.024034452081347506,0.2515484419133928,0.2400605708360672
5,0.017995501878774828,0.025096086629976828,0.24326206578148735,0.23880119787322152
6,0.017774758011930517,0.026828204824899633,0.21034849219852023,0.20711916950013903
7,0.017932022725128467,0.023708643624559045,0.18678852551513248,0.1831693324777815
8,0.016167848702106212,0.022640646745761234,0.17273755702707502,0.1703104380104277
9,0.014476421920375692,0.023831428533109527,0.15535248749785954,0.15436268846193948
10,0.014741312795215183,0.02902363900405665,0.15150245891677008,0.15224885245164235
11,0.013355338770068354,0.024836905766278505,0.14214023484124078,0.14398506979147593
12,0.014070472348895339,0.027653443316618603,0.1382696270942688,0.13623463478353287
13,0.012929585079352062,0.026162514463067055,0.13220830510059992,0.13498828162749607
14,0.011012431958483325,0.025489179184660316,0.1273252879579862,0.13381813714901605
15,0.009734700464953979,0.023938214561591547,0.13213100035985312,0.13698092550039292
16,0.009523919607616133,0.025917900959029794,0.1292853025926484,0.13489254315694174
17,0.008556912528971831,0.022216872389738757,0.12499829530715942,0.1303433573908276
18,0.007444081921130418,0.022904787755881745,0.12698658208052319,0.13086665521065394
19,0.006912612739122576,0.022430046849573653,0.12572898434268104,0.1309164529045423
20,0.006549938592231936,0.02293757031050821,0.12499405940373738,0.13113137467039956
